MMS ID (System Identifier),ISBN,OCLC (System Identifier),Author or Editor,Title,Publisher,Physical Description,Topical Subjects,Geographical Subjects,Personal Name Subjects,Corporate Body Subjects,Event/Conference Subjects,Title Subjects
991002634879704000,9780745689210,961801723,"Marks, Jonathan (Jonathan M.), 1955-, author.",Is science racist? / Jonathan Marks.,"Malden, MA : Polity, 2017.","viii, 142 pages ; 20 cm.",Social sciences--Moral and ethical aspects; Science--Moral and ethical aspects; Race discrimination.,,,,,
991011168356204000,9781799803232,1110655950,"Martin, Christie, author.; Polly, Drew, 1977- author; Lambert, Richard, author.","Handbook of research on formative assessment in pre-k through elementary classrooms / Christie Martin, University of South Carolina, USA, Drew Polly, University of South Carolina, Charlotte, USA, and Richard Lambert, University of South Carolina, Charlotte, USA.","Hershey, PA : Information Science Reference, [2020]","xx, 438 pages : illustrations 29 cm","Educational tests and measurements; Education, Elementary; Educational evaluation.",,,,,
991011389008704000,1612942156,1252412752,"Martinac, Paula, 1954-, author.",Dear Miss Cushman / Paula Martinac.,"Ann Arbor, MI : Bywater Books, 2021.",258 pages ; 22 cm,Actresses--Fiction; Theater--Fiction.,,,,,
991011290985604000,1612941796,1140382440,"Martinac, Paula, 1954-, author.",Testimony / Paula Martinac.,"Ann Arbor, Michigan : Bywater Books, 2021.",305 pages ; 22 cm,Women college teachers--Fiction; Nineteen sixties--Fiction; University towns--Virginia--Fiction; Homosexuality--Moral and ethical aspects--Fiction.,,,,,
991011257284804000,9781482238686,1099840161,"Mase, George Thomas, author.; Smelser, Ronald E., author; Rossmann, Jenn Stroud, author.","Continuum mechanics for engineers  / G. Thomas Mase, Ronald E. Smelser, Jenn Stroud Rossmann.","Boca Raton : CRC Press, 2020.",434 pages : illustrations (black and white) ; 27 cm.,Continuum mechanics.,,,,,
991011115622704000,9781785335983,996401292,"Massino, Jill, author.","Ambiguous transitions : gender, the state, and everyday life in socialist and postsocialist Romania / Jill M. Massino.","New York : Berghahn Books, [2019]","xii, 453 pages ; 24 cm",Gender identity--Romania; Women--Romania--Social conditions; Women and communism--Romania--History.,Romania--History--1944-1989.;Romania--History--1989-,,,,
991000141489704000,9781618211057,856860989,"Matthews, Michael S., 1968- editor; Castellano, Jaime A., editor.","Talent development for English language learners : identifying and developing potential / edited by Michael S. Matthews, Ph. D. & Jaime A. Castellano, Ed. D.","Waco, Texas : Prufrock Press Inc., [2014]","x, 234 pages ; 23 cm","English language--Ability testing--Evaluation; Literacy--Ability testing--Evaluation; Language acquisition--Ability testing--Evaluation; Communicative competence; English language--Study and teaching--Foreign speakers--Evaluation; Education, Bilingual.",,,,,
991001086619704000,9780190205355,893455323,"McCloud, Sean.",American possessions : fighting demons in the contemporary United States / Sean McCloud.,"New York : Oxford University Press, [2015]","xi, 175 pages ; 25 cm",Demoniac possession--United States; Spiritual warfare--United States.,,,,,
991002871219704000,9781138221444,975369234,"McEachnie, Robert, author.",Chromatius of Aquileia and the making of a Christian city / Robert McEachnie.,"Abingdon, Oxon ; New York, NY : Routledge, 2017.","ix, 194 pages : illustrations, maps ; 24 cm.",Cities and towns--Religious aspects--Christianity.,Aquileia (Italy)--Church history.;Aquileia (Italy)--History.;Aquileia (Italy)--Antiquities.,"Chromatius, Saint, -407.",,,
991010811051604000,9781498535069,1014101256,"McGowan Shepherd, Mary Jo, author.",Campaign finance complexity : before campaigning retain an attorney / Mary Jo McGowan Shepherd.,"Lanham, Maryland : Lexington Books, [2018]","xv, 183 pages ; 24 cm",Campaign funds--Law and legislation--United States; Election law--United States.,,,,,
991000699799704000,9781617118173,880245877,"McKeon, Patrick O. (Patrick Owen), 1975- editor; Wikstrom, Erik, 1978- editor.","Quick questions in ankle sprains : expert advice in sports medicine / editors, Patrick O. McKeon, P hD, ATC, CSCS, Assistant Professor, Department of Exercise & Sports Sciences, Ithaca College, Ithaca, New York ; Erik Wikstrom, PhD, ATC, FACSM, Associate Professor, Department of Kinesiolgy, University of North Carolina at Charlotte, Charlotte, North Carolina ; Series editor, Eric L. Sauers, PhD, ATC, FNATA, Professor and Chair, Department of Interdisciplinary Health Sciences, Arizona School of Health Sciences A.T. Still University, Mesa, Arizona.","Thorofare, NJ : SLACK Incorporated, [2015]","xxvi, 220 pages : illustrations ; 26 cm.",Ankle--Wounds and injuries--Treatment; Sports medicine.,,,,,
991011177689804000,9781641136440,1110126089,"McMahon, Brenda J., editor; Merriweather, Lisa R., editor.",Convictions of conscience : how voices from the margins inform public actions and educational leadership / edited by Brenda J. McMahon and Lisa R. Merriweather.,"Charlotte, NC : IAP, Information Age Publishing, Inc., [2019]","xxix, 203 pages ; 24 cm.",Educational leadership--Social aspects; Culturally relevant pedagogy; Educational equalization.,,,,,
991001557239704000,9781498513159,910622097,"McReynolds, Phillip, author.",The American philosopher : interviews on the meaning of life and truth / Phillip McReynolds.,"Lanham : Lexington Books, [2015]","xix, 289 pages ; 24 cm.","Philosophy, American--20th century.",,,,,
991011115677904000,9781433131585,945767568,"Meadows, Karen, author.",Pedagogy of survival : the narratives of Millicent E. Brown and Josephine Boyd Bradley / Karen Meadows.,"New York : Peter Lang, [2016]","xxvi, 211 pages ; 23 cm.",School integration--United States.,,"Brown, Millicent E.; Boyd Bradley, Jennifer.",,,
991011266024204000,9783030376963,1159239932,"Mellanby, Kenneth, author.; Rasmussen, Lisa M., editor.","Human guinea pigs, by Kenneth Mellanby : a reprint with commentaries / Lisa M. Rasmussen, editor.","Cham, Switzerland : Springer Nature, [2020]","xviii, 214 pages ; 25 cm.",Scabies; Conscientious objectors.,,,,,
991011273584604000,9781604699913,1105228013,"Mellichamp, Larry, author.; Gross, Paula, author; Stuart, Will, photographer.",The southeast native plant primer : 225 plants for an earth-friendly garden / Larry Mellichamp and Paula Gross ; photographs by Will Stuart.,"Portland, Oregon : Timber Press, Inc., 2020.",255 pages : color illustrations ; 23 cm,Native plants for cultivation--Southern States; Native plant gardening--Southern States.,,,,,
991009623109704000,9781604693232,840463055,"Mellichamp, Larry.; Stuart, Will.",Native plants of the Southeast : a comprehensive guide to the best 460 species for the garden / Larry Mellichamp ; photographs by Will Stuart.,"Portland, Or. : Timber Press, 2014.",367 p.  : col. ill. ; 28 cm.,Native plants for cultivation--Southern States; Native plant gardening--Southern States.,,,,,
991001916579704000,9781138124950,929917621,"Mellinger, Christopher D. (Christopher Davey), author.; Hanson, Thomas A., author.",Quantitative research methods in translation and interpreting studies / Christopher D. Mellinger and Thomas A. Hanson.,"Milton Park, Abingdon, Oxon ; New York, NY : Routledge, 2017.","xvii, 275 pages : illustrations ; 24 cm",Translating and interpreting--Study and teaching--Research; Translating and interpreting--Study and teaching--Methodology; Translating and interpreting--Research; Quantitative research.,,,,,
991002851649704000,147258404X,974354792,"Melnikoff, Kirk, 1969- editor.",Edward II : a critical reader / [edited by] Kirk Melnikoff.,"London ; New York : Bloomsbury Arden Shakespeare, an imprint of Bloomsbury Publishing Plc, Bloomsbury, 2017.","xxi, 295 pages ; 21 cm.","Historical drama, English--History and criticism.",,"Marlowe, Christopher, 1564-1593. Edward the Second; Marlowe, Christopher, 1564-1593--Criticism and interpretation",,,
991011001225604000,9781107126206,1023048138,"Melnikoff, Kirk, 1969- editor; Knutson, Roslyn Lander, 1939- editor.","Christopher Marlowe, theatrical commerce, and the book trade / edited by Kirk Melnikoff, University of North Carolina, Charlotte, Roslyn L. Knutson, University of Arkansas, Little Rock.","Cambridge, United Kingdom ; New York, NY, USA : Cambridge University Press, 2018.","xxv, 259 pages :b illustratons, maps ; 24 cm",Theater--England--History--16th century; Drama--Publishing--England--History--16th century; Book industries and trade--England--History--16th century.,,"Marlowe, Christopher, 1564-1593--Criticism and interpretation; Marlowe, Christopher, 1564-1593--Stage history--England",,,
991010874258104000,1487502230,1005117700,"Melnikoff, Kirk, 1969-, author.",Elizabethan publishing and the makings of literary culture / Kirk Melnikoff.,"Toronto : University of Toronto Press, [2018]","xi, 291 pages : illustrations ; 24 cm.",Book industries and trade--England--History--16th century; Publishers and publishing--England--History--16th century; Printing--England--History--16th century; Literature publishing--England--History--16th century; Transmission of texts--England--History--16th century; Literature and society--England--History--16th century; Books--History--16th century.,England--Intellectual life--16th century.,,,,
991011176389604000,9781517906757,1091585582,"Meneses, Juan, author.",Resisting dialogue : modern fiction and the future of dissent / Juan Meneses.,"Minneapolis : University of Minnesota Press, 2019.","xv, 270 pages : 22 cm",Literature and society; Dialogue in literature; Politics and literature; Fiction--Social aspects; Fiction--History and criticism.,,,,,
991001286659704000,9781612507569,900913152,"Mickelson, Roslyn Arlin, 1948- editor; Smith, Stephen Samuel, 1942- editor; Hawn Nelson, Amy, editor.","Yesterday, today, and tomorrow : school desegregation and resegregation in Charlotte / Roslyn Arlin Mickelson, Stephen Samuel Smith, Amy Hawn Nelson, editors.","Cambridge, Massachusetts : Harvard Education Press, [2015]","xi, 260 pages : illustrations, map ; 24 cm",Segregation in education--North Carolina--Charlotte--History; School integration--North Carolina--Charlotte--History.,Charlotte (N.C.)--Social conditions.;Charlotte (N.C.)--Race relations.,,,,
991000527529704000,9781783092048,870980677,"Miller, Elizabeth R., 1965-",The language of adult immigrants : agency in the making / Elizabeth R. Miller.,"Bristol ; Buffalo : Multilingual Matters, [2014]","vii, 171 pages ; 21 cm.",English language--Study and teaching--Foreign speakers; English language--Business English--Study and teaching--Foreign speakers; Immigrants--Education; Adult education; Literacy programs.,,,,,
991011458565104000,9780367458010,1261767704,"Miller, Erin M., editor; Matthews, Michael S., 1968- editor; Dixson, Dante D., 1989- editor.","The development of the high ability child : psychological perspectives on giftedness / edited by Erin M. Miller, Michael S. Matthews and Dante D. Dixson.","Abingdon, Oxon ; New York, NY : Routledge, 2022.","xiii, 190 pages : illustrations ; 25 cm",Gifted children--Education; Child psychology; Educational psychology.,,,,,
991011024289804000,9781522572749,1050456097,"Miller, Michael T., editor; Tolliver, David V., editor.","Exploring the technological, societal, and institutional dimensions of college student activism / Michael T. Miller, David V. Tolliver.","Hershey, PA : IGI Global, [2019]","xxiv, 303 pages ; 27 cm.",College students--Political activity--United States.,,,,,
991011544071904000,9781512823233,1304815654,"Mittelstadt, Jennifer, 1970- editor; Wilson, Mark (Mark R.), 1970- editor.",The military and the market / edited by Jennifer Mittelstadt and Mark R. Wilson.,"Philadelphia : University of Pennsylvania Press, [2022]","vi, 248 pages : illustrations (black and white) ; 24 cm.",Military-industrial complex--United States; Defense industries--United States; Capitalism--United States.,United States--Armed Forces--Economic aspects.,,,,
991001715549704000,9780813062723,918969666,"Mixon, Gregory, author.","Show thyself a man : Georgia State troops, colored, 1865-1905 / Gregory Mixon.","Gainesville : University Press of Florida, [2016]","xiv, 419 pages : illustrations, map ; 25 cm.",African American soldiers--Georgia--History; African Americans--Civil rights--Georgia--History.,Georgia--Race relations--History.,,Georgia. Militia--History.,,
991002874899704000,9781138123397,975834507,"Mohr, Zachary, 1965- editor.",Cost accounting in government : theory and applications / [edited by] Zachary Mohr.,"New York : Routledge, Taylor & Francis Group, 2017.","xxiii, 144 pages ; 23 cm","Finance, Public--Accounting; Cost accounting.",,,,,
991000373219704000,9781783507832,864790085,"Moore, James L., III, editor; Lewis, Chance W. (Chance Wayne), 1972- editor.","African American male students in preK-12 schools : informing research, policy, and practice / edited by James L. Moore III, Chance W. Lewis.","Bingley, United Kingdom : Emerald Publishing, 2014.","xxv, 394 pages : illustrations ; 24 cm.",African American schoolboys--Education; African American middle school boys--Education; African American high school boys--Education; African Americans--Education (Elementary),,,,,
991000669709704000,9781433126291,879329500,"Moscowitz, David, 1970-, author.",A culture of tough Jews : rhetorical regeneration and the politics of identity / David Moscowitz.,"New York : Peter Lang, [2015]","xiii, 183 pages : illustrations ; 23 cm.",Jews--Identity; Jewish criminals; Toughness (Personality trait),,,,,
991011472537604000,9781477325100,1261774938,"Muller, Brook, author.","Blue architecture : water, design, and environmental futures / Brook Muller.","Austin : University of Texas Press, 2022.","xiii, 167 pages : illustrations (some color) ; 24 cm.",Water and architecture--West (U.S.)--Case studies; Water and architecture--Environmental aspects; Architectural design--Environmental aspects; Sustainable architecture.,,,,,
991001308839704000,9781472416728,902937080,"Munroe, Jennifer, editor; Geisweidt, Edward J., editor; Bruckner, Lynne Dickson, editor.","Ecological approaches to early modern English texts : a field guide to reading and teaching / edited by Jennifer Munroe, Edward J. Geisweidt and Lynne Bruckner.","Farnham, England ; Burlington, VT : Ashgate, 2015.","xviii, 256 pages : illustrations ; 24 cm","English literature--Early modern, 1500-1700--History and criticism; Ecocriticism--Study and teaching; Ecology in literature.",,,,,
991011458565404000,3030922111,1281649966,"Ngwainmbi, Emmanuel K., 1969- editor.","Dismantling cultural borders through social media and digital communications : how networked communities compromise identity / Emmanuel K. Ngwainmbi, editor.","Cham : Palgrave Macmillan, [2022]","xxviii, 378 pages : illustrations ; 22 cm",Group identity; Social media--Influence; Fake news.,,,,,
991011170885904000,3030264491,1106172407,Ngwainmbi. Emmanuel K. editor.,"Media in the global context : applications and interventions / Emmanuel K. Ngwainmbi, editor.","Cham, Switzerland : Palgrave Macmillan, [2019]","xxii, 272 pages : illustrations ; 23 cm",Journalism.,,,,,
991011172177604000,9780890136416,1060180534,"Noggle, Anne, 1922-2005 author, photographer.; Strawn, Martha A., 1945- editor; Lippard, Lucy R., writer of foreword; Corbus, Lili, writer of added commentary.",Flight of spirit : the photographs of Anne Noggle / edited by Martha A. Strawn ; foreword by Lucy Lippard ; essay by Lili Corbus.,"Santa Fe : Museum of New Mexico Press, [2019]",159 pages : illustrations ; 28 cm,Portrait photography--United States; Photographers--United States--Biography; Women air pilots--United States--Biography.,,"Noggle, Anne, 1922-2005",,,
991011507520804000,9783031054488,1328018396,"Noh, Hae Young, editor; Whelan, Matthew J., editor; Harvey, P. Scott, editor.","Dynamics of civil structures.$nVolume 2 : proceedings of the 40th IMAC, a conference and exposition on structural dynamics 2022 / Hae Young Noh, Matthew Whelan, P. Scott Harvey, editors.","Cham : Springer, [2022]","vii, 109 pages : illustrations (black and white, and colour) ; 28 cm.",Modal analysis--Congresses; Structural dynamics--Congresses.,,,,,
991011107987604000,9781107198050,1073034175,"Ogiermann, Eva, editor; Garces-Conejos Blitvich, Pilar, 1960- editor.","From speech acts to lay understandings of politeness : multilingual and multicultural perspectives / edited by Eva Ogiermann, Pilar G. Blitvich.","New York, NY : Cambridge University Press, [2019]",1 volume : illustrations (black and white) ; 24 cm,Politeness (Linguistics); Courtesy; Speech acts (Linguistics),,,,,
991011286580704000,253051495,1138573282,"Ogundiran, Akinwumi, author.",The YoruÌ€baÌ : a new history / Akinwumi Ogundiran.,"Bloomington, Indiana : Indiana University Press, [2020]","xviii, 532 pages, 8 pages of plates : illustrations (some color) ; 26 cm",Yoruba (African people); Yoruba (African people)--History.,,,,,
991000228629704000,9780253013866,859044843,"Ogundiran, Akinwumi, editor, author; Saunders, Paula V., editor, author.",Materialities of ritual in the Black Atlantic / edited by Akinwumi Ogundiran and Paula Saunders.,"Bloomington : Indiana University Press, 2014.","xii, 404 pages ; 25 cm.",African diaspora; Black people--Material culture--Atlantic Ocean Region; Black people--Material culture--Caribbean Area; African Americans--Material culture; Material culture--Atlantic Ocean Region; Material culture--Caribbean Area; Material culture--United States; Ritual--Atlantic Ocean Region; Ritual--Caribbean Area; Ritual--United States.,,,,,
991011321723304000,1942876777,1245923183,"Ojaide, Tanure, 1948-",Narrow escapes : a poetic diary of the Coronavirus pandemic / Tanure Ojaide.,"Denver, CO : Spears Media Press, 2021",243 pages ; 23 cm,Poetry; COVID-19 (Disease)--Poetry.,,,,,
991011256479904000,036736834X,1130763495,"Ojaide, Tanure, 1948- editor; Ashuntantang, Joyce, editor.",Routledge handbook of minority discourses in African literature / edited by Tanure Ojaide and Joyce Ashuntantang.,"London ; New York : Routledge, 2020.",415 pages : illustrations (black and white) ; 25 cm,African literature--History and criticism; Minorities in literature.,,,,,
991011333057404000,9780367682897,1204140736,"Ojaide, Tanure, 1948- editor; Ojaruega, Enajite E. (Enajite Eseoghene), editor.",The literature and arts of the Niger Delta / edited by Tanure Ojaide and Enajite Eseoghene Ojaruega.,"Abingdon, Oxon ; New York, NY : Routledge, 2021.","xiv, 280 pages : illustrations (black and white) ; 24 cm.","Arts, Nigerian--Nigeria--Niger River Delta; Nigerian literature--Nigeria--Niger River Delta--History and criticism.",Niger River Delta (Nigeria)--Social life and customs.,,,,
991001432569704000,9781137542205,907133047,"Ojaide, Tanure, 1948-, author.","Indigeneity, globalization, and African literature : personally speaking / Tanure Ojaide.","Houndmills, Basingstoke, Hampshire ; New York : Palgrave Macmillan, 2015.","xi, 285 pages ; 23 cm.",African literature--20th century--History and criticism; African literature--21st century--History and criticism; Politics in literature.,Africa--Politics and government--1960-;Africa--Intellectual life.,,,,
991002817009704000,9781138037762,972200730,"Ojaide, Tanure, 1948-, author.",Literature and culture in global Africa / Tanure Ojaide.,"London ; New York : Routledge, Taylor & Francis Group, 2018.","vi, 136 pages ; 23 cm.",African literature--History and criticism; Literature and society--Africa.,Africa--Civilization--20th century.,,,,
991011024689504000,9789785879803,1037293286,"Ojaide, Tanure, 1948-, author.",God's naked children : selected and new stories / by Tanure Ojaide.,"Lagos : Malthouse Press Limited, 2018.",250 pages ; 23 cm,Nigerian fiction (English)--21st century.,,,,,
991011273584704000,9781517909437,1154102409,"Paquette, Elisabeth, author.",Universal emancipation : race beyond Badiou / Elisabeth Paquette.,"Minneapolis : University of Minnesota Press, [2020]",204 pages ; 23 cm,Liberty; Equality.,,"Badiou, Alain",,,
991000236169704000,9781938603204,859192505,"Parkison, Aimee, 1976-, author.",The petals of your eyes / Aimee Parkison.,"Buffalo, NY : Starcherone Books [2014]",116 pages ; 22 cm,Kidnapping--Fiction.,,,,,
991011273584804000,9780226719887,1135098569,"Pearce, Trevor, author.",Pragmatism's evolution : organism and environment in American philosophy / Trevor Pearce.,"Chicago : The University of Chicago Press, 2020.","xii, 365 pages : illustrations ; 23 cm","Pragmatism; Evolution; Philosophy and science--United States; Philosophy, American--19th century.",United States--Intellectual life--19th century.,,,,
991000597129704000,9780719089244,875151517,"Perry, Heather R.","Recycling the disabled : army, medicine, and modernity in WWI Germany / Heather R. Perry.","Manchester : Manchester University Press, 2014.","xi, 228 pages : illustrations ; 23 cm","Disabled veterans--Rehabilitation--Germany--History--20th century; World War, 1914-1918--Veterans--Germany; People with disabilities--Rehabilitation--Germany--History--20th century; Implants, Artificial--Germany--History--20th century.",,,,,
991009818859704000,9781618211217,841896357,"Peters, Scott J., 1983-; Matthews, Michael S., 1968-;McBee, Matthew T., 1980-;McCoach, D. Betsy.","Beyond gifted education : designing and implementing advanced academic programs / by Scott J. Peters, Ph. D., Michael S. Matthews, Ph. D., Matthew T. McBee, Ph. D., and D. Betsy McCoach, Ph. D.","Waco, Texas : Prufrock Press Inc., [2014]","viii, 235 pages : illustrations ; 26 cm",Gifted children--Education--United States.,,,,,
991002027949704000,9781522502043,936010484,"Petty, Teresa M., editor; Good, Amy, 1971- editor; Putman, S. Michael, 1970- editor.","Handbook of research on professional development for quality teaching and learning / Teresa Petty, University of North Carolina at Charlotte, USA, Amy Good, University of North Carolina at Charlotte, USA, and S. Michael Putman, University of North Carolina at Charlotte, USA, [editors].","Hershey, PA : Information Science Reference, [2016]","xxxiii, 824 pages : illustrations ; 29 cm.",Teachers--In-service training--United States; Teachers--Training of--United States; Effective teaching--United States.,,,,,
991001075669704000,9781462520329,893017078,"Philippakos, Zoi A.; MacArthur, Charles A; Coker, David L., Jr.","Developing strategic writers through genre instruction : resources for grades 3-5 / Zoi A. Philippakos, Charles A. MacArthur, David L. Coker Jr. ; foreword by Steve Graham.","New York : The Guilford Press, [2015]","xx, 260 pages : illustrations ; 27 cm",Language arts (Elementary); Education--Standards--United States.,,,,,
991011302088004000,9781108964005,1225621301,"Piatak, Jaclyn Schede, author.; Holt, Stephen B., author.","Public service motivation and public opinion : examining antecedents and attitudes / Jaclyn S. Piatak, Stephen B. Holt.","Cambridge, United Kingdom ; New York, NY : Cambridge University Press, 2021.",84 pages : illustrations ; 23 cm.,Civil service--Public opinion; Public administration; Civil service; Public opinion.,,,,,
991011340717404000,9781438484839,1229028788,"Pitts, Andrea J., author.","Nos/otras : Gloria E. AnzalduÌa, multiplicitous agency, and resistance / Andrea J. Pitts.","Albany : State University of New York Press, [2021]","xii, 203 pages ; 24 cm.",Agent (Philosophy) in literature; Feminism and literature.,,"AnzalduÌa, Gloria--Criticism and interpretation",,,
991011256479504000,9780190062972,1100428279,"Pitts, Andrea J., editor.","Theories of the flesh : Latinx and Latin American feminisms, transformation, and resistance / edited by Andrea J. Pitts, Mariana Ortega, and JoseÌ Medina.","New York : Oxford University Press, [2020]","xvii, 305 pages : illustrations ; 25 cm.",Feminism--Latin America; Imperialism.,,,,,
991011025181804000,9781438473512,1051777127,"Pitts, Andrea J., editor; Westmoreland, Mark William, 1983- editor; Lawlor, Leonard, 1954- writer of foreword.",Beyond Bergson : examining race and colonialism through the writings of Henri Bergson / edited by Andrea J. Pitts and Mark William Westmoreland ; foreword by Leonard Lawlor.,"Albany : State University of New York Press, [2019]","xvii, 255 pages ; 24 cm.",,,"Bergson, Henri, 1859-1941",,,
991001917759704000,9781440844355,929985277,"Pizzato, Mark, 1960-, author.",Beast-people onscreen and in your brain : the evolution of animal-humans from prehistoric cave art to modern movies / Mark Pizzato.,"Santa Barbara, California : Praeger, an imprint of ABC-CLIO, LLC, [2016]","xii, 417 pages ; 25 cm.",Psychoanalysis and evolution; Human evolution; Human evolution--Psychological aspects; Evolution in motion pictures.,,,,,
991000698709704000,9781466663671,880239363,"Polly, Drew, 1977-","Professional development schools and transformative partnerships / Drew Polly, Tina Heafner, Marvin Chapman, and Melba Spooner, editors.","Hershey, PA : Information Science Reference, [2015]","xxiv, 363 pages ; 29 cm.",College-school cooperation; University cooperation; Educational innovations.,,,,,
991000764629704000,9781466664975,881447019,"Polly, Drew, 1977-","Cases on technology integration in mathematics education / Drew Polly, University of North Carolina at Charlotte, USA.","Hershey PA : Business Science Reference, an imprint of IGI Global, [2015]","xxviii, 521 pages : illustrations ; 27 cm.",Mathematics--Study and teaching--Technological innovations; Educational technology.,,,,,
991010874258004000,9781522530688,992580522,"Polly, Drew, 1977- editor.","Innovative practices in teacher preparation and graduate-level teacher education programs / [edited by] Drew Polly, Michael Putman, Teresa M. Petty, Amy J. Good.","Hershey, PA : IGI Global, Information Science Reference, [2018]","xxix, 720 pages ; 29 cm.",Teachers--Training of; Teachers--Training of--Research; Teachers--In-service training; Teachers--In-service training--Research; Teachers--Certification; Teachers--Certification--Research; Education--Study and teaching (Higher),,,,,
991011482650704000,9781648028687,1301507309,"Polly, Drew, 1977- editor; Garin, Eva, editor.","Preparing quality teachers : advances in clinical practice / editors: Drew Polly, Eva Garin.","Charlotte, NC : Information Age Publishing, Inc, 2022.","xxiii, 706 pages : illustrations ; 24 cm.",Teachers--Training of; Teachers--Certification; Student teaching; Education--Study and teaching (Higher)--United States.,,,,,
991011027023904000,9781522585831,1084618179,"Polly, Drew, 1977-, author.; Martin, Christie, author; DikilitasÌ§, Kenan, 1973- editor.","Handbook of research on educator preparation and professional learning / Drew Polly, Christie Martin, and Kenan Dikilitas, editors.","Hershey, PA : Information Science Reference, [2020]",xxiv; 459 pages 29cm.,Teachers--Training of; Teachers--In-service training; Teachers--Professional relationships; Teaching--Vocational guidance.,,,,,
991002938879704000,9783319595382,985081336,"Popovich, Vasily, editor; Schrenk, Manfred, editor; Thill, Jean-Claude, editor; Claramunt, Christophe, editor; Wang, Tianzhen, editor.","Information fusion and intelligent geographic information systems (IF&IGIS'17) : new frontiers in information fusion and intelligent GIS : from maritime to land-based research / Vasily Popovich, Manfred Schrenk, Jean-Claude Thill, Christophe Claramunt, Tianzhen Wang, editors.","Cham, Switzerland : Springer, [2017]","xii, 269 pages : illustrations (some color), maps (some color) ; 25 cm.",Geographic information systems--Congresses; Multisensor data fusion--Congresses.,,,,,
991011170886004000,3030316076,1113877439,"Popovich, Vasily, editor; Thill, Jean-Claude, editor; Schrenk, Manfred, editor; Claramunt, Christophe, editor.","Information fusion and intelligent geographic information systems: computational and algorithmic advances (IF & IGIS' 2019) edited by Vasily Popovich, Jean-Claude Thill, Manfred Schrenk,Christophe Claramunt.","Cham, Switzerland : Springer Nature, 2020",x; 191 pages 24cm.,Geographic information systems--Congresses.,,,,,
991001159729704000,9781107084216,896359262,"Prasad, Ritika, 1975-, author.",Tracks of change : railways and everyday life in colonial India / Ritika Prasad.,"Daryaganj, Delhi, India : Cambridge University Press, [2015]","ix, 315 pages : illustrations, maps ; 24 cm",Railroads--Social aspects--India--History; Railroad travel--Social aspects--India--History; Social change--India--History.,"India--Social life and customs.;India--Social conditions.;India--History--British occupation, 1765-1947.",,,,
991010813976004000,9781506303321,1000582249,"Privitera, Gregory J., author.; Ahlgrim-Delzell, Lynn, author.","Research methods for education / Gregory J. Privitera, Lynn Ahlgrim-Delzell.","Thousand Oaks, California : SAGE Publications, Inc., [2019]","xxv, 649, A-84, G-18, R-10, I-12 pages ; 26 cm",Education--Research--Methodology.,,,,,
991001318899704000,9781442238213,903361692,"Pugalee, David K., author.",Effective content reading strategies to develop mathematical and scientific literacy : supporting the Common Core state standards and the next generation science standards / David K. Pugalee.,"Lanham ; Boulder ; New York ; London : Rowman & Littlefield, [2015]","xiii, 179 pages : illustrations ; 23 cm",Mathematics--Study and teaching--United States; Science--Study and teaching--United States; Content area reading--United States; Language arts--Correlation with content subjects--United States; Common Core State Standards (Education); Education--Standards--United States.,,,,,
991011034158104000,981137161X,1085969599,"Pulugurtha, Srinivas S., editor; Ghosh, Indrajit, editor; Biswas, Sabyasachi, editor.","Advances in transportation engineering : select proceedings of TRACE 2018 / Srinivas Pulugurtha, Indrajit Ghosh, Sabyasachi Biswas, editors.","Singapore : Springer, [2019]","xiv, 142 pages ; 24 cm.",Transportation engineering--Congresses.,,,,,
991011012589204000,9781465241962,1090549882,"Putman, S. Michael, 1970-, author.; Good, Amy J.","Tic tac toe : making the move toward effective classroom management / S. Michael Putman, Amy J. Good.","Dubuque, IA : Kendall Hunt Publishing Company, 2014.",178 pages : illustrations ; 28 cm,"Classroom management--Social aspects; Classroom management--Handbooks, manuals, etc; Teacher-student relationships; Effective teaching.",,,,,
991002342849704000,9781506307985,951753933,"Putman, S. Michael, 1970-, author.; Rock, Tracy, author.","Action research : using strategic inquiry to improve teaching and learning / Michael Putman, The University of North Carolina at Charlotte ; Tracy Rock, The University of North Carolina at Charlotte.","Thousand Oaks, California : Sage Publications, Inc., [2018]","xix, 264 pages ; 28 cm",Action research in education.,,,,,
991000662979704000,9783662435984,878971383,"Rabinovich, Daniel, editor; Dixon, N. A. (Natalie A.), contributor.","Molecular design in inorganic biochemistry / Daniel Rabinovich, editor ; with contributions by N.A. Dixon [and eleven others].","Heidelberg : Springer, [2014]","vii, 153 pages : illustrations ; 24 cm.",Bioinorganic chemistry; Coordination compounds.,,,,,
991002781999704000,9781119196204,969439478,"Raghavan, Derek, editor.",Textbook of uncommon cancer / edited by Derek Raghavan [and six others].,"Hoboken, NJ : John Wiley & Sons, Inc., 2017.","xxx, 1266 pages : illustrations, portrait",,,,,,
991010986789704000,9781477316061,1022079952,"Rajagopalan, Angela Herren, author.","Portraying the Aztec past : the codices Boturini, Azcatitlan, and Aubin / Angela Herren Rajagopalan.","Austin : University of Texas Press, 2018.","xii, 198 pages : illustrations ; 29 cm.","Manuscripts, Nahuatl; Nahuatl language--Writing; Aztecs--History.",,,,,CoÌdice Boturini.;Codex Azcatitlan.;Codex Aubin.;
